adhE,nlpD_rpoS,narZYWV,narL,katG,alkA,frdABCD,fnr,dcuB_fumB,osmY,ansB,tdcABCDEFG,aspA,narGHJI,cyoABCDE,focA_pflB,dps,fdnGHI,nhaA,narK
934.1305865952,37.1528095301,329.1679240204,451.4251605518,68.9385335334,131.5369831531,991.0778223133,481.7216385414,381.6750923218,392.6848939775,674.6868961776,6730.5326095952,2516.4441799454,611.3812702064,85.2090307873,812.5873853526,3075.6662389112,1694.6266371368,1621.715010121,3642.4956775808
3220.7588839051,150.6905445182,775.1683284536,165.5209440714,151.8170534426,297.4891180443,3271.119983026,2600.1344633603,1605.0054489479,785.8711720703,1680.7609007075,12249.3540532129,5750.6907820735,734.8461294008,7.1448881286,2360.3468852787,4622.9139094976,1887.1691956952,3996.1063438497,3210.9296001267
3082.2935694948,100.3476809643,750.1591010298,258.6827212802,123.31507352,250.9460604033,2519.041365309,1374.1258404278,909.2859584094,596.5071123827,1130.472384391,10160.820285287,4835.8731310395,754.0425417252,53.4811049757,1821.4837324805,4458.8671856069,2203.8629167963,3923.9717192864,3029.3428809832
3429.0345584788,109.8814835058,753.6194086998,166.100434561,166.5627951725,262.495159168,2898.1110620016,2578.1548283285,1614.2343020082,641.9524831161,1693.8484742415,11904.9029983941,5953.5399861546,770.4405694928,9.1336743172,2106.1146628683,4429.1858797753,2001.5162077735,3985.7553967016,4187.0397190664
2123.8258036085,75.9580046752,420.3702230503,290.0708668321,99.86881465,196.1105698698,1639.8763880917,1459.8866502638,1007.747679613,514.4838958847,1247.0601376608,8175.699701176,5632.2760254358,726.1246538886,48.4845711805,1184.7086820172,3401.2369867464,1933.1192417778,2209.0554243682,5743.0139595652
5027.8155244305,144.3759185715,793.9170356814,91.8847029367,164.8495399617,269.8564778608,694.8404641264,239.0656521863,379.1205864917,786.4372635978,287.619828452,5358.1843037537,1292.7796603103,260.2289198604,168.0086464382,733.3426883475,4428.1570261555,736.9609244712,5007.6215601786,1117.0190505008
3064.417363002,96.1515862353,755.8489172804,292.5855095926,108.2797086407,275.2457977962,1435.9258554143,620.7606961955,639.4151872356,670.4343783504,703.9781938944,6472.1095411822,2703.3354101723,476.996790267,117.7809978776,1088.4500568714,3704.8835763687,1223.8488412881,3703.1282886311,2292.9109258742
391.3386831467,9.876308428,121.6989726324,490.6912944663,25.5433692543,40.106855975,1827.8285047335,1431.4456546269,864.4121032932,137.9646052386,1193.4078037309,11725.6907462097,5299.4160544652,823.9597837852,49.4213130954,1189.0581152238,844.9840870181,2394.1983143987,723.0555750625,5740.9546997704
5721.0841577187,158.3524745326,813.1936663263,89.9421705323,156.6938213066,282.7546399429,1009.245384971,472.9140662423,616.0713078481,695.1061538897,699.9410248404,5694.9557766642,2403.3785370893,352.7029438545,133.2314820535,1081.8647060577,4915.1700456799,920.1059604276,4340.3791415922,1193.4615999312
1005.7635379104,25.8443841804,211.2121623195,510.8044525965,68.790450316,108.3075655976,1764.4149954502,1320.671668512,1025.400244592,299.3812903776,1450.7356577,10268.8543753674,3785.2169785286,656.5687705162,47.1552510362,938.0639039792,1757.8403655195,2237.1514454788,1418.3778628059,5619.544119152
5145.2137697116,176.5316114299,822.8657892978,34.1380172654,171.4053546968,304.3619825865,2405.0110265515,1287.963665537,1414.8331245259,838.9435694378,1274.4885480235,9757.8165951605,4347.0573120201,422.9208714226,81.5767008906,2619.4187822679,5028.9367621929,924.8368046424,4972.815901693,1360.0325395889
4980.149071902,180.7998525887,798.2292361426,80.5200531944,169.0707985433,310.0328448596,375.9613062714,130.7090858744,313.0574349073,843.3412188573,207.5141366148,5234.4971113419,1122.6976348037,325.6610014828,167.6144945819,641.6099109757,4958.9432244486,438.4101716652,4356.8372164104,790.3980583029
2949.5960825622,127.3552572422,561.3725766957,254.5812956857,136.5541924922,283.5864763803,1260.7000371152,566.8107114892,617.5568089754,746.9001630967,753.993755569,6822.6722968057,2799.8295571716,568.9697561927,116.5356412898,1012.9193982279,4659.6676815568,1278.5826402454,3781.4637194331,2848.8689625264
706.8367857464,20.6836996087,213.3737989611,467.0052489099,34.6050693355,70.6676522032,308.5591790532,213.0815124871,178.6104302877,196.8198367328,237.2335742702,4333.7321789447,1000.795781038,503.8468112316,135.096327791,216.5682098879,1751.2555778502,1227.5229461484,1356.063709791,2162.6853339631
2902.1202181999,96.4943261861,697.92010423,282.6633098841,147.3741674333,246.8249134463,3102.7120571557,1896.9171861546,1398.7237808557,716.9329639602,1662.1016561695,11231.1940948705,5575.5576292706,655.1533464668,27.7323719721,1682.5085663332,3859.7774849963,1672.156831994,3320.0847517224,5584.3456503949
1612.58294946,40.5746179898,385.2340415261,418.1869819811,65.0582845288,159.2645346478,2467.2760712232,1375.1965968898,1013.4783148294,392.5961872064,1164.6528842239,10324.0340591392,4596.7566567404,786.5193279765,55.6968468124,1102.9570032125,2727.7890549253,1899.2156869893,2007.7644170103,3715.9557371882
5373.4832039807,151.487728363,757.1467365252,96.428574653,135.5569991887,304.6523021955,1913.3545886964,1847.5034857215,1636.4322843422,766.7146623007,1336.1723194859,11149.746126404,5403.0533538281,737.5508486174,34.7706844782,2019.2716972824,4948.4048711617,1648.5324921358,4753.930523715,2667.3226671299
653.0039601058,28.4327994893,238.3279124796,484.5023959095,73.1080039097,99.0454849466,1657.7270418059,1274.8208418625,929.49874786,323.9125697671,1137.7795025147,9686.4563389803,4987.4307429401,819.7618041774,49.5168731901,1115.1172732904,1701.3486662112,2179.804102235,1730.5604413186,5195.3305783957
3768.3688382471,137.728335205,783.3360487411,130.1019103058,153.4472705247,271.2224286909,1236.2559165427,543.9283296884,741.1620099048,828.8378345667,701.1920042136,8949.497862679,2751.6486780664,521.8140634805,128.1429127209,1295.9974395448,4636.8540362923,1172.6382992608,4787.9375780576,2364.2000956488
4111.5933389547,154.7782570093,731.7600510576,137.7902728771,152.0205637544,274.0054626574,3009.4746085641,2066.6088809081,1146.1961165304,777.5543847023,1726.998820363,11791.3797954208,6038.9462493525,631.1762657469,21.163622423,2132.2584908191,4887.2029877859,1812.3188050238,4882.4529359222,2806.5277082076
2778.3628514477,113.6635161302,774.4887616184,291.4735213582,107.2691555289,258.7939105562,1318.0396969784,713.1983807529,724.8475623855,711.7607905463,743.1063761885,8645.0069296334,3832.9765328489,696.0269395827,97.6361018058,1025.4476343266,3347.5383129325,1316.6880570169,3430.6001008223,3445.879164522
3038.3014884595,91.9636064185,569.7928750508,289.9431438491,110.1979729795,221.9154954152,2000.8049455985,1198.8848135649,744.1304288856,696.4174866517,1206.7927120544,11373.7795788271,5472.6366987118,653.3416681521,60.767951077,1493.7984148846,4306.37582565,1498.5830890518,2849.9741786757,3654.7618830983
1788.19008443,84.3510934877,625.9435057116,278.5105843187,116.8405006337,208.7546333181,3158.7650766165,2596.6242438511,1218.1515475366,628.6708086736,1738.2343831863,12218.9301268128,5990.0692359901,774.938686408,9.36854274,2059.2997916557,3707.784198679,1813.1455831288,2406.7841575029,5361.2393100595
1640.7904269257,63.0671254152,555.5873016453,388.3422258974,87.0012078538,184.5136274253,2347.0108612535,2253.4388390932,900.4326807014,511.2664778847,1509.246661094,11875.1085351797,6000.179908458,824.8214531141,17.8018121148,1833.7402531149,3311.9021647292,2153.9928377131,2413.0114101504,4710.79769778
1553.7006058002,64.7716158883,495.5808381307,353.3292084792,131.4255378401,214.5961577636,2372.8274379731,2431.4654820203,1058.203141822,499.9263206195,1648.23194881,11875.813308609,4955.7580150598,848.6571906116,10.8222234046,1560.8653797998,3083.1774651611,2507.3011027276,2819.7290030084,4758.9236375054
2638.9308285021,75.1478268137,646.249763314,336.3848210647,148.4854996085,189.4302021208,1084.7903829994,751.9245672176,664.5124690045,626.7448341812,749.4640403407,8584.2287940709,3330.3406029212,658.7584439001,105.5646442803,771.2863815856,2497.498435929,1815.8936028771,2909.7703635367,4639.7858549208
605.2754313064,17.0704232499,242.2083349595,560.171520138,39.9566556349,89.069900643,2120.5322055407,1910.0821548796,981.5531345915,195.4652563931,1538.2880942616,11785.9958713923,5684.1052778853,807.1347092482,38.8515850574,1051.1400057942,1348.9703643854,2428.9781979423,1358.4251794543,5047.4087504835
983.2835802395,35.8777366736,293.5441732979,491.5806215323,74.9187773747,124.8996783001,2435.9962402602,2746.3186432187,1018.3510059781,266.4004648585,1774.9456635374,12410.6894854611,6140.3107450273,853.0802374685,1.5336934413,1787.888022284,1987.4307874541,2569.3586506307,1737.9504754069,5239.3059212883
2994.7106090261,122.7510795321,753.1564579894,224.2270591648,164.7005165007,267.955375295,1272.1748291933,513.2761542007,613.8814219223,664.1243687135,565.3130887298,6464.7218655367,2169.3777290255,544.8456474791,109.5630561877,917.8062141307,4897.6229880727,1131.4245127559,4216.9639268023,1720.8469925663
1160.7429730602,34.6508559454,293.7542758406,492.6334945491,59.8351197231,122.5266768416,3145.2393915791,2596.8424292651,1197.1406829507,290.6681614491,1753.7623552414,12359.5695909448,6118.5600390478,850.1661842694,3.1809762685,1110.1888676825,2154.1001251465,2136.430885935,1697.3275689867,6180.8765403131
3342.3074026176,145.0057543618,728.9378282373,180.4570640169,135.0246731928,287.3582880507,2168.7014935696,1019.2096496464,1138.0512116849,786.4813244228,1191.0524001693,9794.9966891434,4633.7422202343,791.1304780522,78.3244573623,1738.0415815057,4070.7176392365,1531.8269118445,3211.5905671822,2821.6968770019
4867.2149041185,129.9274415779,689.7032302504,207.3184721725,167.6234578623,293.2094673057,2384.8153878923,2617.0576257455,1636.552998424,806.1036243184,1729.1189851266,12271.3121939528,5985.0282978441,657.8423876617,9.7394506181,2127.4337645055,4598.5030033949,2113.3671794057,3976.597599494,4600.869916699
1162.5656425295,48.6244205161,403.7427184845,552.3692390891,71.831537266,129.4000728979,1690.2116864193,1394.6130204211,748.4193389104,386.7324187442,1219.3636299662,9219.2921274506,3907.1146077682,694.6346530267,58.5387776712,1189.1095908965,2947.7263807238,2443.9292283318,2350.261604512,4462.4183323621
1776.0131531011,64.1555602669,530.0085286782,470.8094406654,86.8555425962,223.6714322699,2440.8620958676,2060.192783428,1284.8582168594,510.753359607,1396.3034955396,10439.4495444666,5694.2085014739,792.6375650372,32.9843694717,1255.9108291064,3504.1919835871,2535.8171704446,2507.9994074242,5204.1248549338
625.6177571336,27.7990799001,227.870875558,465.5143512662,54.5425671423,94.9588502537,1239.3100977923,1027.8536601593,705.9735691685,286.2014983361,1062.5391908712,10350.3042002744,3946.4825844741,658.4156623053,97.8474890822,844.0861582692,1695.6508634502,2433.486949266,1516.0636946353,4529.9372689608
528.3211849627,24.9301849474,276.0508011736,500.2409069514,36.3584078358,99.3691291322,1904.8018595839,1443.700104985,667.7665022609,275.919215518,1315.8322673912,9462.3217342927,5421.7464471009,735.7634785289,67.3632376694,1067.9071954749,1789.5997640436,2501.7786547491,1287.5821177525,4183.7797672961
1317.7576779606,55.3693579855,403.1105220289,453.5784633975,89.7165410291,175.8714710757,2897.6214849515,2679.9511192271,1257.1314927377,362.4586417191,1756.5447015371,12273.2988547404,6102.4749204082,847.4479022073,4.543779051,1260.3505206922,2879.7973046609,2239.0778974533,1850.0103280626,5807.429929425
1907.6769343768,50.1367138653,501.1748912859,366.9335908854,95.8134886389,179.1120506037,2401.7648611089,2538.7322611335,1228.6312155104,589.8948614246,1699.7558426687,12077.1519250604,5603.582071333,823.414366538,10.1248795512,1591.5004474869,3802.346829742,2076.3968526541,2457.3959403282,4472.8779144398
1151.3044754243,48.6378826631,569.9494233929,514.0278002905,88.5661952932,151.9807770091,2285.0308037273,2580.5960552157,1036.2389592403,436.2668225701,1737.9865081829,12270.4355163251,6038.1228957398,853.9789965654,5.3189935215,1120.075752824,2320.2083778793,2564.2613399026,1880.9244939031,5824.9832264408
1129.7882364059,50.6219001049,358.1104896287,416.3750923475,90.5176551533,151.3574806449,855.2390360264,591.8057400387,570.6371705428,389.3465819,653.5001139048,7440.1931677845,2948.4536173048,630.5958512953,114.0194044096,666.2475398371,2832.2185650879,1424.5671286542,2153.9231775562,2929.8164840994
3830.9919751988,117.4088989011,725.5658595065,196.9887632666,158.2848511649,298.6479241328,50.2178102364,3.2758342681,17.8472783554,694.9942832214,5.1007864101,2516.5763746803,21.9265423353,334.0903741662,180.6660792843,35.389170454,4943.4301925181,492.7208794261,3807.5475481502,718.8743940947
2789.2959682186,125.8859868159,669.5197216079,177.8578971838,158.057797706,260.7948320615,3226.3697624755,2147.2345214893,1453.8369086286,692.6946052072,1697.7416660615,12166.6890792405,5663.0585389834,749.482632026,19.1552413225,1516.1158943585,3503.2039531391,1399.4230287736,3964.34713959,4437.4943608886
4854.142623265,145.7588862585,803.8579295319,193.1638626373,150.7029786727,266.4896534258,2496.1817803366,2366.998012212,1356.5096057674,777.1228820788,1603.236179677,11483.2830499453,5669.0169644787,812.6042881026,17.6108537336,2323.3539455054,4531.5865482477,2073.7176355365,4964.0983434168,2890.1303796608
1617.7094516236,54.745532102,540.0792963989,455.2359581211,99.0005912822,227.2975808687,1857.5091742149,1508.4962773608,1134.0211434694,567.2094801462,1381.7402451003,11515.0446078956,5170.2823964661,714.0103225515,42.1002037594,1201.0401241045,2993.4681959882,2293.4901312981,2197.5446949342,5544.5671463383
1537.1236916517,75.5323550523,446.1814039447,425.460690323,87.5690976975,184.4106214569,2999.3982832445,2731.4812070935,1070.4661373037,473.1368770526,1759.5293302371,12343.4259285564,6109.154017529,840.7326611799,2.5148970221,1236.5782690811,3894.3457695279,2455.4303557004,2985.5129753858,5636.939161753
818.4657903708,21.9413297368,307.9624204082,558.9699086211,53.755623898,99.8042347441,1822.3030870276,1810.8027359192,1026.3232708021,278.3185284564,1411.7687791174,11876.7772045395,4944.3780006552,761.1987313483,35.8948241077,1157.6904233538,1642.3145103804,2491.2736333885,1441.4904055213,4956.6478291736
1583.3793753017,63.8923816737,534.7326829191,330.7122435628,121.8286703662,220.8266374022,1750.768040369,1480.8294812381,1260.3769011146,519.9299837047,1525.0633601709,11759.2426348429,5623.4426503947,765.9558458637,35.5279022159,1228.2615495302,3393.702269628,2293.8443396119,3251.0718114108,5878.2938383951
4247.0531824342,146.7866646568,701.9145325637,205.7676872193,162.5305545902,229.2817619205,1452.2834571347,884.5883750144,775.4745242652,827.1463878765,988.3189013992,10086.2239461927,2271.2417647668,637.5110220897,108.4123251926,1172.7228806112,4230.9691769999,1363.9944687961,4079.7563155711,2746.3395837982
4237.0730194766,181.1044295007,819.4926378523,38.5159009584,163.3906145277,309.1827949516,1501.9497121425,743.2033185167,826.3948598972,868.6858056117,754.145479934,6394.0967984553,2929.8660407634,296.9015003061,100.2300363978,1729.9428188925,5049.2500440935,803.2684851508,4991.0504442356,1091.0802612187
3106.248480374,119.0377370493,700.1924319716,192.4036493784,146.0278569751,255.6402614379,1645.8352893051,1039.3480723625,1164.1354548807,646.1261248965,1020.6626256763,9369.5092314216,4231.4050468881,573.5045501876,69.0024482819,1179.9040273598,3949.998918084,1446.9990726671,4561.5955848873,3857.2782670829
1182.2849116796,47.1694369679,358.5292312858,514.7542733984,83.4809348249,126.1621683705,1439.4808083945,896.323239606,810.9847334985,397.6163610749,1069.2782087376,7229.9241059333,3071.6328426128,746.007326016,71.2701829432,1184.4920728063,2216.6226465462,1656.0579191438,1431.4743341606,4184.3576471911
2518.2237497574,94.5024102936,662.7813667837,247.9131922321,122.2827863986,216.2265630017,1736.2925546454,886.9790011368,671.2787222603,616.1576667516,790.8025479066,8765.6190888242,3135.5965271214,670.7605652006,69.5570392205,998.4988083225,4055.4835692954,1920.4088248099,3021.325524616,2886.4572466611
6300.3469112957,186.3809801355,835.2261231175,8.6025885196,174.325174537,317.7031715529,2427.3406211294,1289.6065702394,1288.3614810334,886.2153373105,1119.5589048454,10197.2795808227,5251.3861857385,420.310611921,48.0236510752,2619.2397002972,5203.1745873278,1138.4387274654,5081.4287250388,1040.6805987253
1577.6584912041,68.9422710001,565.4306501944,364.1257894095,118.1373461833,253.0540902674,2642.1506745892,2747.3882855696,1551.5485693673,462.8211663615,1774.9214521524,12397.3738728865,6142.9870660973,782.6453253688,1.9515337965,1585.3459917106,3657.0102687898,2326.8668411215,2832.2265340708,3945.6145780359
4994.9224671877,158.2176826512,784.1290426209,111.8324229055,120.3214220135,284.8623682068,2821.1694597743,2143.9677959629,1423.5701598203,808.2761291997,1750.8945276156,11871.6373398247,6032.9695934607,772.8461834908,10.4940117258,2704.5264514478,4955.5556358926,1639.371056486,4863.786770045,4566.1014603613
3509.1568278035,147.0062260774,772.2345236979,236.2035037898,155.9348589945,283.6208794532,2279.2700639939,2194.4385209534,1025.3813859765,687.0328682154,1660.1608930206,11919.4879804971,5543.1407298546,645.5293003296,24.5743176532,1673.9613560608,4710.1579810412,2205.4977783145,3994.0720835206,4885.7867192341
4770.3355682624,124.3808106224,741.0229643275,179.1126734161,144.7951711782,302.0274975169,2884.4404761465,2418.172139974,1330.2372303916,735.6295890002,1717.8972500765,11977.5025171614,6008.5664289856,595.9267094157,10.1468549388,2706.0070273581,3565.0723944159,2172.9423801253,3682.1078716602,4153.9120585827
4400.6054415701,141.9470034682,796.6454356749,114.8598249735,143.6117835987,301.5473755769,2763.3511917274,1411.67651209,1449.2895848023,838.1139731981,1225.0753335752,10908.3573188946,5249.6107793218,579.5091118548,60.3477597561,2592.464886918,5112.0694562525,1735.0958508347,4609.2443603395,2942.4121258244
1361.827858992,64.2137222988,442.2260839057,473.7157709247,83.0575472937,189.6703876963,1732.2306255046,1129.1121314535,562.1229295236,518.6434681047,1192.957817664,9894.7610570176,4863.1516461079,645.5619825942,71.7618132328,1320.0370477769,2750.1449734562,2030.8200155886,1913.9143946623,3811.7170006141
23.3307319831,0.9852469657,13.9747749195,602.0459305429,2.108435398,3.3109409184,2139.758408695,1845.6381116497,1059.6227685535,10.0784571433,1226.6811803295,10640.661295235,5847.4299050325,831.4747378128,35.2304077273,875.4204176751,66.3474777701,2525.0216442488,48.1630185831,5775.5625079743
1826.8463347677,69.5487080704,550.0974051092,312.6494781472,87.1277659984,159.8827501524,2492.9207837237,2192.692500892,1039.4422068148,545.9703150739,1328.9620890035,9860.2738100888,4654.8268629803,753.348248386,33.3970202112,1846.1872090414,4290.1745503349,1836.2852782639,2947.057294754,5738.6030086909
3349.9425564404,107.6284263189,624.7656043856,349.216331499,151.5726147511,271.0138251931,3012.662911064,2307.9793047853,1281.7649643098,601.2437878559,1476.7052064917,11436.3831944667,5400.6647559348,813.8553070569,16.2703965767,1563.8761444191,4129.1094606547,2470.472406476,3149.2266249437,4518.2732271254
695.9510731612,29.3976753313,269.9709218419,504.4761181857,60.0486389647,102.0204528571,2439.8526648356,2342.9027807783,1018.8088827115,246.9595349619,1530.3158881798,12271.9351890446,6060.0365498465,857.145897528,10.5960465175,1486.3017327219,1634.4427550015,2545.3401870181,1245.3130175548,5857.2666983245
424.2058744358,13.461701985,146.532607447,437.9974743087,26.4351712068,49.9625860388,342.1260532693,188.1706430379,191.1727436131,153.5553871094,252.5858620599,4244.9488453349,1369.5486170267,505.0863803926,158.4248346894,365.4204964212,902.8246813365,1391.4701216594,741.4353631212,1781.708909071
2077.1061198347,90.7714103157,608.3108145269,314.6228257564,88.3792372398,202.5986183375,2756.5825247626,2295.0740039791,1299.6316440849,545.5186434465,1690.8947561516,11461.9985957922,5324.9745577186,851.063361873,22.1789454545,1306.1333594011,4510.4941959601,2395.6909143906,2396.7443457695,5070.1562559596
951.6616377019,38.3022162793,339.5901240077,500.1516046696,56.4348137246,160.1292915165,2075.7983392197,2189.7234857809,1066.8480981986,361.992505608,1444.4295629842,11613.5017828931,4994.1009553642,789.7247276572,15.5862188545,1231.6758577844,2294.1996079908,2289.2617187226,1358.2095303049,5039.4689170936
594.1687253312,23.9530720304,264.2992071653,389.1468281908,42.2739711631,124.4626918098,2514.530929566,2204.600474827,1147.3698854899,231.7312964261,1681.4510470598,11038.4865951503,5902.1621736048,823.9350430909,19.4619653612,1490.0791943152,1934.4873718618,1781.9677034244,1316.2377730121,5234.7994638247
3665.8965748436,140.2403107036,806.6722544612,215.1494245159,119.2571304012,254.039461714,1918.0431570986,1016.6288004774,1095.9340084554,779.9344728181,1286.3687354666,11755.9513378999,5325.9714083153,624.7462396408,69.3224494869,1841.0891257993,4847.0107767924,1698.6716803789,3909.3179403824,2853.5000828196
1116.7181233201,45.9265394893,503.7437840785,461.1921099242,72.7653217282,147.4524209521,1976.9826635243,1166.0224186115,677.1122582079,413.4088017994,1118.3190327281,8945.826921606,3786.1433914775,724.6238083432,71.6287791769,1004.6175638038,3477.2611630221,1739.3493118151,2044.6696526431,4520.7601197598
2236.8045048083,107.4518498435,547.7746904551,261.2145195642,110.3143557796,251.0842080162,694.7455312964,339.093337657,411.3814399995,812.7623009356,423.9034126771,8102.9689848416,1694.0146145832,487.2904585416,130.8967281449,628.7310630791,3718.2967265799,1013.9452969313,3326.0701295031,2259.0908121179
2070.9908601796,78.0700151648,563.9436199002,390.4199154275,101.2798792761,178.9332144788,1971.3267413049,1866.0023686489,1056.9526677733,601.8742959753,1338.3727058156,10427.4202858484,5428.3366038748,734.5134307626,39.0805602826,1457.5223627174,4191.7663413977,1951.4469130685,3639.0343943253,4113.6129905745
863.6499928411,24.0709136759,203.673319415,576.8901374114,43.7287568714,82.2303540744,1874.1953864523,2071.2823001542,815.9980571989,288.9692977079,1292.8823535066,11155.054557825,4570.2736427953,841.6933101998,33.1662755608,1152.2652962354,1801.3225084444,2328.292811904,1332.7543637518,6023.7306024578
3410.4126417671,153.9889044726,792.7913043959,153.7419450982,167.3230744163,283.8948566141,855.7628650589,544.5344200247,576.7267687098,858.0393221522,779.868797471,6943.3545490129,2538.5686588335,498.8383329568,101.2141816635,1106.0994732548,4904.4903848247,1385.4346921239,4801.2726859139,1865.0344074704
4074.2130909786,133.9278394053,746.9959354881,125.557954022,167.9795679592,307.3362176058,3206.5949353911,2453.8963104882,1441.0416638115,746.9818491707,1387.5489017121,11544.858955557,5850.5043256232,589.0456182733,16.7691637533,2266.2445989416,4645.3950062007,2219.3661791232,4556.3237781551,3560.092955741
3672.9229497204,112.1630351604,681.7428456192,202.656099747,116.8057404984,224.0258777418,2105.0990185301,1767.7054063347,1255.3820707634,753.1983097854,1377.6052989782,10059.5003643256,4964.2323770206,705.5939596474,38.43102838,1969.0457602399,4851.7919796999,1990.4260795648,3978.1679591719,3348.8871552833
2030.8360108615,84.4984232744,613.6328494705,345.8169940989,128.7080725821,160.8890332177,599.548330167,400.9889687739,395.2932513191,645.8413390799,499.8792110594,5773.933542716,1995.814468258,568.082663623,132.8358429812,556.7415469615,3269.2030446148,1501.9036357451,3221.1783521856,2310.4863233883
2524.1111240788,93.7407854764,619.8318813659,297.8133500131,97.7055621168,173.3698468813,951.6147999404,584.3024248957,577.3695093149,656.4748156461,656.7670831943,6369.8981673683,3008.2555919207,778.8778763863,105.2722760361,795.6498769769,3797.1938247599,1414.4367030423,3113.7306966644,2523.2715684399
3379.9387808978,90.7855908909,629.3615360157,396.3769034317,119.9796280931,227.5201123967,2540.0600493041,2655.7377646031,1352.4005163901,625.837002945,1735.8147719891,12309.9932024528,6049.4485101926,796.5047166959,6.53134859,1211.5117852722,3809.6504087581,2098.0247561516,3483.3449290463,5943.7425296231
5182.1759782917,161.3324134536,806.559851371,54.7370214985,168.9991055593,303.8655023319,1999.2676248197,1399.1046460951,1458.0187517747,828.4696226974,1311.4798966139,10027.6830288741,3541.9192855596,534.8416495174,63.160878493,2746.2117922519,4968.7040116583,1183.0943463594,4735.6339558025,2260.2274976036
809.9791790794,24.8574549712,339.1749848786,526.1155604322,50.7999917754,108.0362768523,205.8196676193,129.2763137325,141.1259677906,288.9345524693,235.8525072543,4907.9876321091,768.5072664618,410.6564054398,146.3153631457,257.8290910241,1779.4681865119,1833.4408479701,1267.9780543114,1572.0822015824
797.6063185029,20.1463004506,261.8342504069,571.4136633344,41.0517487909,83.5858458262,1307.7350577373,1158.4117959162,726.1639448088,197.4245004297,1382.28703778,11164.6990143699,4423.7860903519,719.705184141,51.6465914739,834.9820309918,1481.9477700758,2318.7784073915,1158.3381730829,5192.9474748651
4177.0179144292,135.1694911531,637.1724858475,156.5647398064,160.2008680696,271.6947158191,1923.3194166948,1041.0251129947,920.3116065762,823.6238651122,1084.2580097565,10799.4999007242,4806.0539258276,668.7852240939,67.0071197263,1637.9633515091,4004.1859582063,1459.4565374624,4452.2802203006,3692.325041676
3213.2952313099,115.3037131662,732.8429923857,317.6300158143,158.6990695431,251.4243943803,2468.4612290753,2210.2608998116,1139.1609286207,605.3949658674,1593.7675131154,12019.4758448377,5231.0781261781,710.9073449579,30.5833068607,1841.1905187848,4401.3293152977,2003.1981939604,3884.1195945064,5383.0516932272
1549.2040321175,87.2239000585,619.5209332933,377.8054479734,122.0383930577,194.5352085777,1993.7828502298,1698.825342096,1291.0673976906,484.4813870925,1299.9460756006,11929.6499746235,5401.8706754868,795.3250546458,39.4946749772,984.4577036352,3568.9105398372,1744.2391546854,3307.6164318679,4980.3222093126
2745.6397677287,112.7818396018,527.600275773,255.1172759164,144.0025302649,200.3581342069,2494.6015233781,2404.6722175061,1214.5500996553,704.8150991602,1646.9401447947,11213.9636790839,5852.7646260215,712.1474618056,14.6518968584,2026.6685935019,4558.3340392879,2155.5550239976,4639.5040928517,5204.2077395373
2674.0843509371,78.4940113668,601.1308088075,292.8199328875,99.4457956598,218.1459657615,2571.1169934145,1871.5724594435,1120.0041107091,562.9678327144,1475.2564795036,11517.0150255005,4324.7235752772,638.0291466094,32.634740902,1591.3003703776,4268.0550354146,1835.4601612906,2932.9518256478,4387.7268733446
2720.7650976886,131.1269140111,634.2968361104,208.3972289679,125.5327376772,268.8299722642,3391.9723555277,2796.7537662149,1541.4314958303,725.0893581179,1788.1620855765,12457.3778125603,6181.5823772515,752.3907013563,0.2300933959,2481.9533416942,4780.5063354364,1671.7386149316,4050.4185710269,4785.2444532775
1979.1103316548,68.7609435689,492.3335021357,299.078139354,145.8763484102,140.5920234021,2623.9339345581,1402.4636846452,839.3849710358,476.5981069932,1200.1923651407,10885.6980053866,5250.5290549944,810.0506851776,33.6432572428,1316.4169052383,3698.9566667604,2197.8224950407,2646.7376987344,4589.2212464824
2424.1236090625,87.6840255819,581.6908862605,363.806542378,123.8490513181,270.2077942268,944.0497768931,432.6016032166,615.2652060477,755.0164566695,573.7992162998,7497.5840901091,2326.5186523246,677.4049767795,108.5423058651,756.2605398405,4606.6024632933,1351.1491693298,3438.6329526017,1746.5143034936
1913.6385184214,63.8962770758,576.4397146513,436.8747034369,111.2123793924,194.3330419454,1499.6793588432,911.4356511857,814.3510952368,639.4583483613,1223.6532554994,10089.4152914557,3843.502835303,774.2352023028,87.704691613,922.890003337,3008.1214597493,1773.4443880391,2238.9069309556,3375.5597456937
4263.4771812447,131.3879472323,766.1135881198,169.0521602982,153.994772946,229.252101937,3080.508776941,1394.9908713745,889.1711616281,749.6968333489,1137.9318069983,10626.1680110085,5624.6069548446,752.9827166608,47.4737121656,1913.6105109258,4868.7528582758,1745.9152413041,4403.174826577,2537.3391380107
805.7671221741,24.0883742582,255.5131072772,438.2099685707,59.4145281462,104.8712400866,566.4567748707,382.6134118841,309.4310211204,200.4649801048,414.1511753783,6464.8912144328,1625.326746349,572.745186512,126.1891482745,549.8991921965,1516.5583429057,1952.347173001,1124.6613374426,2604.3846692297
683.9862615999,18.9877588027,184.7514026692,492.8092319249,34.6316645782,70.4489234227,2192.9182090459,2369.8721941572,1083.4264490841,230.3891162095,1625.6247560728,12021.0029713119,5405.4353055102,829.8082719484,14.150369534,1088.1339230644,1132.4033946437,2519.1663242535,780.8878908613,6240.5136243721
